data,nome,peso,repeticao,cardio,tempo,peso_add,rep_add
08/09/2023,Obliquo Cross-over,41,12,,,,
08/09/2023,Obliquo Cross-over,45,12,,,,
08/09/2023,Obliquo Cross-over,50,12,,,,
08/09/2023,Abdominal na polia alta,32,12,,,,
08/09/2023,Abdominal na polia alta,36,12,,,,
08/09/2023,Abdominal na polia alta,32,12,,,,
08/09/2023,Abdominal na polia alta,36,12,,,,
08/09/2023,Triceps Testa na Corda,32,12,,,,
08/09/2023,Triceps Testa na Corda,36,8,,,,
08/09/2023,Triceps Testa na Corda,32,10,,,,
08/09/2023,Triceps Testa na Corda,32,10,,,,
08/09/2023,Crucifixo Adutor na Polia,14,12,,,,
08/09/2023,Crucifixo Adutor na Polia,17,10,,,,
08/09/2023,Crucifixo Adutor na Polia,17,9,,,,
08/09/2023,Crucifixo Adutor na Polia,17,8,,,,
08/09/2023,Mergulho perna estendida,20,eu,,,,
08/09/2023,Mergulho perna estendida,16,eu,,,,
08/09/2023,Mergulho perna estendida,14,eu,,,,
08/09/2023,Mergulho perna estendida,14,eu,,,,
08/09/2023,Supino inclinado,12,20,,,,
08/09/2023,Supino inclinado,10,25,,,,
08/09/2023,Supino inclinado,9,25,,,,
08/09/2023,Supino inclinado,9,25,,,,
08/09/2023,Abdominal carrinho,12,,,,,
08/09/2023,Abdominal carrinho,12,,,,,
08/09/2023,Abdominal carrinho,10,,,,,
08/09/2023,Abdominal carrinho,10,,,,,
09/09/2023,Hack,60,12,,,,
09/09/2023,Hack,60,12,,,,
09/09/2023,Hack,60,12,,,,
09/09/2023,Hack,60,12,,,,
09/09/2023,Elevacao de quadril,40,10,,,,
09/09/2023,Elevacao de quadril,40,10,,,,
09/09/2023,Elevacao de quadril,40,10,,,,
09/09/2023,Elevacao de quadril,40,10,,,,
09/09/2023,Levantamento Terra,40,10,,,,
09/09/2023,Levantamento Terra,40,10,,,,
09/09/2023,Levantamento Terra,40,10,,,,
09/09/2023,Levantamento Terra,40,10,,,,
09/09/2023,Elevacao Lateral,3pin,12,,,,
09/09/2023,Elevacao Lateral,3pin,12,,,,
09/09/2023,Elevacao Lateral,3pin,11,,,,
09/09/2023,Elevacao Lateral,3pin,10,,,,
09/09/2023,Elevacao Frontal com Halteres,12,12,,,,
09/09/2023,Elevacao Frontal com Halteres,12,10,,,,
09/09/2023,Elevacao Frontal com Halteres,12,10,,,,
09/09/2023,Elevacao Frontal com Halteres,12,10,,,,
09/09/2023,Remada unilateral com halter,20,12,,,,
09/09/2023,Remada unilateral com halter,20,12,,,,
09/09/2023,Remada unilateral com halter,20,12,,,,
09/09/2023,Remada unilateral com halter,20,12,,,,
09/09/2023,Puxada Frente Triangulo,59,12,,,,
09/09/2023,Puxada Frente Triangulo,59,10,,,,
09/09/2023,Puxada Frente Triangulo,59,8,,,,
09/09/2023,Puxada Frente Triangulo,59,7,,,,
09/09/2023,Biceps curl machine,36,12,,,,
09/09/2023,Biceps curl machine,41,10,,,,
09/09/2023,Biceps curl machine,41,10,,,,
09/09/2023,Biceps curl machine,41,10,,,,
09/09/2023,Biceps martelo,12,12,,,,
09/09/2023,Biceps martelo,12,12,,,,
09/09/2023,Biceps martelo,12,10,,,,
09/09/2023,Biceps martelo,12,10,,,,
11/09/2023,Flexao de braco,15,12,,,,
11/09/2023,Flexao de braco,15,12,,,,
11/09/2023,Flexao de braco,15,12,,,,
11/09/2023,Flexao de braco,15,12,,,,
11/09/2023,Supino inclinado,25,12,,,,
11/09/2023,Supino inclinado,25,10,,,,
11/09/2023,Supino inclinado,25,8,,,,
11/09/2023,Supino inclinado,25,7,,,,
11/09/2023,Supino reto com halter,24,11,,,,
11/09/2023,Supino reto com halter,24,10,,,,
11/09/2023,Supino reto com halter,24,10,,,,
11/09/2023,Supino reto com halter,24,10,,,,
11/09/2023,Crucifixo voador,79,10,,,,
11/09/2023,Crucifixo voador,73,9,,,,
11/09/2023,Crucifixo voador,73,9,,,,
11/09/2023,Crucifixo voador,"['73x9', '59x6', '45x5']",,,,,
11/09/2023,Desenvolvimento Arnold,12,12,,,,
11/09/2023,Desenvolvimento Arnold,12,11,,,,
11/09/2023,Desenvolvimento Arnold,12,10,,,,
11/09/2023,Desenvolvimento Arnold,12,10,,,,
11/09/2023,Desenvolvimento com barra,8,26,,,,
11/09/2023,Desenvolvimento com barra,10,22,,,,
11/09/2023,Desenvolvimento com barra,10,22,,,,
11/09/2023,Desenvolvimento com barra,10,22,,,,
11/09/2023,Elevacao frontal,12,10.2,,,,
11/09/2023,Elevacao frontal,12,10.2,,,,
11/09/2023,Elevacao frontal,12,10.2,,,,
11/09/2023,Elevacao frontal,11,10.2,,,,
11/09/2023,Crucifixo abdutor na polia unilateral,12,3.4,,,,
11/09/2023,Crucifixo abdutor na polia unilateral,12,3.4,,,,
11/09/2023,Crucifixo abdutor na polia unilateral,12,3.4,,,,
11/09/2023,Crucifixo abdutor na polia unilateral,11,3.4,,,,
12/09/2023,Stiff,46,12,,,,
12/09/2023,Stiff,46,12,,,,
12/09/2023,Stiff,46,11,,,,
12/09/2023,Stiff,46,11,,,,
12/09/2023,Flexao de joelho na extensora,11,12,,,,
12/09/2023,Flexao de joelho na extensora,11,12,,,,
12/09/2023,Flexao de joelho na extensora,11,10,,,,
12/09/2023,Flexao de joelho na extensora,11,9,,,,
12/09/2023,Bom dia,25,12,,,,
12/09/2023,Bom dia,25,10,,,,
12/09/2023,Bom dia,25,10,,,,
12/09/2023,Bom dia,25,10,,,,
12/09/2023,Mesa Flexora,41,12,,,,
12/09/2023,Mesa Flexora,45,10,,,,
12/09/2023,Mesa Flexora,45,8,,,,
12/09/2023,Mesa Flexora,45,8,,,,
12/09/2023,Agachamento Smith,55,12,,,,
12/09/2023,Agachamento Smith,50,10,,,,
12/09/2023,Agachamento Smith,50,10,,,,
12/09/2023,Afundo bulgaro,20,8,,,,
12/09/2023,Afundo bulgaro,20,8,,,,
12/09/2023,Afundo bulgaro,20,8,,,,
12/09/2023,Extensora Isometria,54,8,,,,
12/09/2023,Extensora Isometria,45,10,,,,
12/09/2023,Extensora Isometria,45,10,,,,
12/09/2023,Extensora Isometria,45,10,,,,
12/09/2023,Leg 45,200,10,,,,
12/09/2023,Leg 45,200,10,,,,
12/09/2023,Leg 45,200,10,,,,
12/09/2023,Leg 45,200,10,,,,
12/09/2023,Agachamento sumo,36,11,,,,
12/09/2023,Agachamento sumo,36,11,,,,
12/09/2023,Agachamento sumo,36,10,,,,
12/09/2023,Agachamento sumo,36,10,,,,
13/09/2023,Remada baixa,91,12,,,,
13/09/2023,Remada baixa,91,12,,,,
13/09/2023,Remada baixa,91,12,,,,
13/09/2023,Remada baixa,91,12,,,,
13/09/2023,Remada curvada com barra,40,12,,,,
13/09/2023,Remada curvada com barra,40,9,,,,
13/09/2023,Remada curvada com barra,40,10,,,,
13/09/2023,Remada curvada com barra,40,9,,,,
13/09/2023,Remada no Smith,17,,,,,
13/09/2023,Remada no Smith,15,,,,,
13/09/2023,Remada no Smith,14,,,,,
13/09/2023,Remada no Smith,12,,,,,
13/09/2023,Pulldown,50,12,,,,
13/09/2023,Pulldown,52,12,,,,
13/09/2023,Pulldown,54,12,,,,
13/09/2023,Pulldown,56,12,,,,
13/09/2023,Rosca unilateral na polia,18,12,,,,
13/09/2023,Rosca unilateral na polia,21,12,,,,
13/09/2023,Rosca unilateral na polia,23,12,,,,
13/09/2023,Rosca unilateral na polia,25,8,,,,
13/09/2023,Puxador aberto,61,11,,,,
13/09/2023,Puxador aberto,61,8,,,,
13/09/2023,Puxador aberto,61,10,,,,
13/09/2023,Puxador aberto,"['61x8', '47x5', '34x5']",,,,,
13/09/2023,Rosca direta barra,28,11,,,,
13/09/2023,Rosca direta barra,28,10,,,,
13/09/2023,Rosca direta barra,28,9,,,,
13/09/2023,Rosca direta barra,28,8,,,,
13/09/2023,Rosca punho,14,11,,,,
13/09/2023,Rosca punho,14,10,,,,
13/09/2023,Rosca punho,14,6,,,,
13/09/2023,Rosca punho,14,9,,,,
13/09/2023,Rosca Scott,18,12,,,,
13/09/2023,Rosca Scott,18,12,,,,
13/09/2023,Rosca Scott,18,10,,,,
13/09/2023,Rosca Scott,18,9,,,,
14/09/2023,Triceps Kickback,14,12,,,,
14/09/2023,Triceps Kickback,16,10,,,,
14/09/2023,Triceps Kickback,16,10,,,,
14/09/2023,Triceps Kickback,16,10,,,,
14/09/2023,Obliquo Cross-over,54,12,,,,
14/09/2023,Obliquo Cross-over,56,12,,,,
14/09/2023,Obliquo Cross-over,56,12,,,,
14/09/2023,Obliquo Cross-over,59,12,,,,
14/09/2023,Abdominal na polia alta,36,12,,,,
14/09/2023,Abdominal na polia alta,41,12,,,,
14/09/2023,Abdominal na polia alta,41,12,,,,
14/09/2023,Abdominal na polia alta,41,12,,,,
14/09/2023,Triceps Testa na Corda,36,12,,,,
14/09/2023,Triceps Testa na Corda,36,10,,,,
14/09/2023,Triceps Testa na Corda,36,10,,,,
14/09/2023,Triceps Testa na Corda,36,9,,,,
14/09/2023,Crucifixo Adutor na Polia,17,12,,,,
14/09/2023,Crucifixo Adutor na Polia,17,12,,,,
14/09/2023,Crucifixo Adutor na Polia,17,10,,,,
14/09/2023,Crucifixo Adutor na Polia,17,9,,,,
14/09/2023,Mergulho perna estendida,17,eu,,,,
14/09/2023,Mergulho perna estendida,18,eu,,,,
14/09/2023,Mergulho perna estendida,17,eu,,,,
14/09/2023,Mergulho perna estendida,16,eu,,,,
14/09/2023,Supino inclinado,12,25,,,,
14/09/2023,Supino inclinado,10,25,,,,
14/09/2023,Supino inclinado,9,25,,,,
14/09/2023,Supino inclinado,8,25,,,,
14/09/2023,Abdominal carrinho,12,,,,,
14/09/2023,Abdominal carrinho,12,,,,,
14/09/2023,Abdominal carrinho,12,,,,,
14/09/2023,Abdominal carrinho,12,,,,,
15/09/2023,Hack,60,12,,,,
15/09/2023,Hack,60,12,,,,
15/09/2023,Hack,60,12,,,,
15/09/2023,Hack,60,12,,,,
15/09/2023,Leg 45,105,12,,,,
15/09/2023,Leg 45,105,11,,,,
15/09/2023,Leg 45,105,11,,,,
15/09/2023,Leg 45,105,11,,,,
15/09/2023,Elevacao de quadril,40,10,,,,
15/09/2023,Elevacao de quadril,40,10,,,,
15/09/2023,Elevacao de quadril,40,10,,,,
15/09/2023,Elevacao de quadril,40,10,,,,
15/09/2023,Levantamento Terra,40,11,,,,
15/09/2023,Levantamento Terra,40,10,,,,
15/09/2023,Levantamento Terra,40,10,,,,
15/09/2023,Levantamento Terra,40,10,,,,
15/09/2023,Elevacao Lateral,6.25,12,,,,
15/09/2023,Elevacao Lateral,6.25,10,,,,
15/09/2023,Elevacao Lateral,6.25,11,,,,
15/09/2023,Elevacao Lateral,6.25,10,,,,
15/09/2023,Elevacao Frontal com Halteres,12,12,,,,
15/09/2023,Elevacao Frontal com Halteres,12,8,,,,
15/09/2023,Elevacao Frontal com Halteres,12,8,,,,
15/09/2023,Elevacao Frontal com Halteres,12,10,,,,
15/09/2023,Remada unilateral com halter,22,12,,,,
15/09/2023,Remada unilateral com halter,24,12,,,,
15/09/2023,Remada unilateral com halter,24,11,,,,
15/09/2023,Remada unilateral com halter,24,10,,,,
15/09/2023,Puxada Frente Triangulo,59,12,,,,
15/09/2023,Puxada Frente Triangulo,59,10,,,,
15/09/2023,Puxada Frente Triangulo,59,8,,,,
15/09/2023,Puxada Frente Triangulo,59,7,,,,
15/09/2023,Biceps curl machine,40,12,,,,
15/09/2023,Biceps curl machine,40,11,,,,
15/09/2023,Biceps curl machine,40,10,,,,
15/09/2023,Biceps curl machine,40,10,,,,
15/09/2023,Biceps martelo,12,12,,,,
15/09/2023,Biceps martelo,12,12,,,,
15/09/2023,Biceps martelo,12,10,,,,
15/09/2023,Biceps martelo,12,10,,,,
18/09/2023,Flexao de braco,15,15,,,,
18/09/2023,Flexao de braco,15,14,,,,
18/09/2023,Flexao de braco,15,14,,,,
18/09/2023,Flexao de braco,15,12,,,,
18/09/2023,Flexao de braco,15,11,,,,
18/09/2023,Supino inclinado,20,15,,,,
18/09/2023,Supino inclinado,20,12,,,,
18/09/2023,Supino inclinado,20,10,,,,
18/09/2023,Supino inclinado,20,20,,,,
18/09/2023,Supino inclinado,20,15,,,,
18/09/2023,Supino reto com halter,20,14,,,,
18/09/2023,Supino reto com halter,20,13,,,,
18/09/2023,Supino reto com halter,20,14,,,,
18/09/2023,Supino reto com halter,20,12,,,,
18/09/2023,Supino reto com halter,20,11,,,,
18/09/2023,Crucifixo voador,59,19,,,,
18/09/2023,Crucifixo voador,59,14,,,,
18/09/2023,Crucifixo voador,59,12,,,,
18/09/2023,Crucifixo voador,59,12,,,,
18/09/2023,Crucifixo voador,"['59x', '45x7', '32x5']",,,,,
18/09/2023,Desenvolvimento Arnold,10,18,,,,
18/09/2023,Desenvolvimento Arnold,10,15,,,,
18/09/2023,Desenvolvimento Arnold,10,13,,,,
18/09/2023,Desenvolvimento Arnold,10,13,,,,
18/09/2023,Desenvolvimento Arnold,10,12,,,,
18/09/2023,Desenvolvimento com barra,18,20,,,,
18/09/2023,Desenvolvimento com barra,18,19,,,,
18/09/2023,Desenvolvimento com barra,18,18,,,,
18/09/2023,Desenvolvimento com barra,18,15,,,,
18/09/2023,Desenvolvimento com barra,18,14,,,,
18/09/2023,Elevacao frontal,7.9,18,,,,
18/09/2023,Elevacao frontal,7.9,18,,,,
18/09/2023,Elevacao frontal,7.9,16,,,,
18/09/2023,Elevacao frontal,7.9,16,,,,
18/09/2023,Elevacao frontal,7.9,15,,,,
18/09/2023,Crucifixo abdutor na polia unilateral,1,15,,,,
18/09/2023,Crucifixo abdutor na polia unilateral,1,14,,,,
18/09/2023,Crucifixo abdutor na polia unilateral,1,14,,,,
18/09/2023,Crucifixo abdutor na polia unilateral,1,12,,,,
18/09/2023,Crucifixo abdutor na polia unilateral,1,12,,,,
19/09/2023,Stiff,48,12,,,,
19/09/2023,Stiff,48,12,,,,
19/09/2023,Stiff,48,12,,,,
19/09/2023,Stiff,48,11,,,,
19/09/2023,Flexao de joelho na extensora,14,11,,,,
19/09/2023,Flexao de joelho na extensora,14,11,,,,
19/09/2023,Flexao de joelho na extensora,14,9,,,,
19/09/2023,Flexao de joelho na extensora,14,8,,,,
19/09/2023,Bom dia,30,12,,,,
19/09/2023,Bom dia,30,10,,,,
19/09/2023,Bom dia,30,10,,,,
19/09/2023,Bom dia,30,8,,,,
19/09/2023,Agachamento Smith,50,12,,,,
19/09/2023,Agachamento Smith,50,11,,,,
19/09/2023,Agachamento Smith,50,11,,,,
19/09/2023,Afundo bulgaro,20,10,,,,
19/09/2023,Afundo bulgaro,20,8,,,,
19/09/2023,Afundo bulgaro,20,9,,,,
19/09/2023,Extensora Isometria,45,11,,,,
19/09/2023,Extensora Isometria,45,10,,,,
19/09/2023,Extensora Isometria,45,10,,,,
19/09/2023,Extensora Isometria,45,10,,,,
19/09/2023,Leg 45,200,10,,,,
19/09/2023,Leg 45,200,10,,,,
19/09/2023,Leg 45,200,10,,,,
19/09/2023,Leg 45,200,10,,,,
19/09/2023,Agachamento sumo,36,11,,,,
19/09/2023,Agachamento sumo,36,11,,,,
19/09/2023,Agachamento sumo,36,10,,,,
19/09/2023,Agachamento sumo,36,10,,,,
20/09/2023,Remada baixa,73,20,,,,
20/09/2023,Remada baixa,79,19,,,,
20/09/2023,Remada baixa,79,18,,,,
20/09/2023,Remada baixa,79,18,,,,
20/09/2023,Remada baixa,79,18,,,,
20/09/2023,Remada curvada com barra,32,18,,,,
20/09/2023,Remada curvada com barra,32,17,,,,
20/09/2023,Remada curvada com barra,32,14,,,,
20/09/2023,Remada curvada com barra,32,13,,,,
20/09/2023,Remada curvada com barra,32,12,,,,
20/09/2023,Remada no Smith,18,,,,,
20/09/2023,Remada no Smith,16,,,,,
20/09/2023,Remada no Smith,14,,,,,
20/09/2023,Remada no Smith,13,,,,,
20/09/2023,Pulldown,43,20,,,,
20/09/2023,Pulldown,43,18,,,,
20/09/2023,Pulldown,43,18,,,,
20/09/2023,Pulldown,43,18,,,,
20/09/2023,Rosca unilateral na polia,18,16,,,,
20/09/2023,Rosca unilateral na polia,18,15,,,,
20/09/2023,Rosca unilateral na polia,18,15,,,,
20/09/2023,Rosca unilateral na polia,18,14,,,,
20/09/2023,Puxador aberto,49,15,,,,
20/09/2023,Puxador aberto,49,15,,,,
20/09/2023,Puxador aberto,49,11,,,,
20/09/2023,Puxador aberto,49,11,,,,
20/09/2023,Puxador aberto,49,10,,,,
20/09/2023,Puxador aberto,44,5,,,,
20/09/2023,Rosca direta barra,22,18,,,,
20/09/2023,Rosca direta barra,22,15,,,,
20/09/2023,Rosca direta barra,22,12,,,,
20/09/2023,Rosca direta barra,22,12,,,,
20/09/2023,Rosca direta barra,22,12,,,,
20/09/2023,Rosca punho,14,11,,,,
20/09/2023,Rosca punho,14,10,,,,
20/09/2023,Rosca punho,14,6,,,,
20/09/2023,Rosca punho,14,9,,,,
20/09/2023,Rosca Scott,18,17,,,,
20/09/2023,Rosca Scott,18,12,,,,
20/09/2023,Rosca Scott,14,16,,,,
20/09/2023,Rosca Scott,14,15,,,,
20/09/2023,Rosca Scott,14,12,,,,
22/09/2023,Triceps Kickback,11,20,,,,
22/09/2023,Triceps Kickback,11,16,,,,
22/09/2023,Triceps Kickback,11,15,,,,
22/09/2023,Triceps Kickback,11,16,,,,
22/09/2023,Triceps Kickback,11,13,,,,
22/09/2023,Obliquo Cross-over,42,20,,,,
22/09/2023,Obliquo Cross-over,42,15,,,,
22/09/2023,Obliquo Cross-over,42,16,,,,
22/09/2023,Obliquo Cross-over,42,18,,,,
22/09/2023,Obliquo Cross-over,42,14,,,,
22/09/2023,Abdominal na polia alta,32,18,,,,
22/09/2023,Abdominal na polia alta,32,18,,,,
22/09/2023,Abdominal na polia alta,34,20,,,,
22/09/2023,Abdominal na polia alta,34,20,,,,
22/09/2023,Abdominal na polia alta,34,20,,,,
22/09/2023,Triceps Testa na Corda,29,16,,,,
22/09/2023,Triceps Testa na Corda,29,16,,,,
22/09/2023,Triceps Testa na Corda,29,16,,,,
22/09/2023,Triceps Testa na Corda,29,14,,,,
22/09/2023,Triceps Testa na Corda,29,15,,,,
22/09/2023,Crucifixo Adutor na Polia,14.7,17,,,,
22/09/2023,Crucifixo Adutor na Polia,14.7,15,,,,
22/09/2023,Crucifixo Adutor na Polia,14.7,14,,,,
22/09/2023,Crucifixo Adutor na Polia,14.7,14,,,,
22/09/2023,Crucifixo Adutor na Polia,14.7,13,,,,
22/09/2023,Mergulho perna estendida,18,eu,,,,
22/09/2023,Mergulho perna estendida,18,eu,,,,
22/09/2023,Mergulho perna estendida,17,eu,,,,
22/09/2023,Mergulho perna estendida,16,eu,,,,
22/09/2023,Supino inclinado,20,18,,,,
22/09/2023,Supino inclinado,20,18,,,,
22/09/2023,Supino inclinado,20,15,,,,
22/09/2023,Supino inclinado,20,15,,,,
22/09/2023,Supino inclinado,20,17,,,,
22/09/2023,Abdominal carrinho,12,,,,,
22/09/2023,Abdominal carrinho,12,,,,,
22/09/2023,Abdominal carrinho,12,,,,,
22/09/2023,Abdominal carrinho,12,,,,,
24/09/2023,Hack,70,12,,,,
24/09/2023,Hack,70,12,,,,
24/09/2023,Hack,70,12,,,,
24/09/2023,Hack,70,12,,,,
24/09/2023,Elevacao de quadril,40,10,,,,
24/09/2023,Elevacao de quadril,40,10,,,,
24/09/2023,Elevacao de quadril,40,10,,,,
24/09/2023,Elevacao de quadril,40,10,,,,
24/09/2023,Levantamento Terra,50,10,,,,
24/09/2023,Levantamento Terra,50,8,,,,
24/09/2023,Levantamento Terra,50,8,,,,
24/09/2023,Levantamento Terra,50,8,,,,
24/09/2023,Elevacao Lateral,5.7,12,,,,
24/09/2023,Elevacao Lateral,5.7,12,,,,
24/09/2023,Elevacao Lateral,5.7,12,,,,
24/09/2023,Elevacao Lateral,6.25,10,,,,
24/09/2023,Elevacao Frontal com Halteres,10,11,,,,
24/09/2023,Elevacao Frontal com Halteres,10,10,,,,
24/09/2023,Elevacao Frontal com Halteres,10,9,,,,
24/09/2023,Elevacao Frontal com Halteres,12,10,,,,
24/09/2023,Remada unilateral com halter,26,12,,,,
24/09/2023,Remada unilateral com halter,26,12,,,,
24/09/2023,Remada unilateral com halter,26,12,,,,
24/09/2023,Remada unilateral com halter,26,12,,,,
24/09/2023,Puxada Frente Triangulo,61,12,,,,
24/09/2023,Puxada Frente Triangulo,61,10,,,,
24/09/2023,Puxada Frente Triangulo,61,8,,,,
24/09/2023,Puxada Frente Triangulo,61,8,,,,
24/09/2023,Biceps curl machine,41,12,,,,
24/09/2023,Biceps curl machine,41,12,,,,
24/09/2023,Biceps curl machine,41,11,,,,
24/09/2023,Biceps curl machine,41,11,,,,
24/09/2023,Biceps martelo,14,12,,,,
24/09/2023,Biceps martelo,14,12,,,,
24/09/2023,Biceps martelo,14,10,,,,
24/09/2023,Biceps martelo,14,10,,,,
25/09/2023,Flexao de braco,15,19,,,,
25/09/2023,Flexao de braco,15,17,,,,
25/09/2023,Flexao de braco,15,15,,,,
25/09/2023,Flexao de braco,15,15,,,,
25/09/2023,Flexao de braco,15,12,,,,
25/09/2023,Supino inclinado,25,17,,,,
25/09/2023,Supino inclinado,25,15,,,,
25/09/2023,Supino inclinado,25,13,,,,
25/09/2023,Supino inclinado,25,12,,,,
25/09/2023,Supino inclinado,25,12,,,,
25/09/2023,Supino reto com halter,22,14,,,,
25/09/2023,Supino reto com halter,22,10,,,,
25/09/2023,Supino reto com halter,22,10,,,,
25/09/2023,Supino reto com halter,22,10,,,,
25/09/2023,Supino reto com halter,22,10,,,,
25/09/2023,Crucifixo voador,59,19,,,,
25/09/2023,Crucifixo voador,59,16,,,,
25/09/2023,Crucifixo voador,59,13,,,,
25/09/2023,Crucifixo voador,59,12,,,,
25/09/2023,Crucifixo voador,59,11,,,,
25/09/2023,Crucifixo voador,45,7,,,,
25/09/2023,Crucifixo voador,32,6,,,,
25/09/2023,Desenvolvimento Arnold ,10,17,,,,
25/09/2023,Desenvolvimento Arnold ,10,17,,,,
25/09/2023,Desenvolvimento Arnold ,10,15,,,,
25/09/2023,Desenvolvimento Arnold ,10,13,,,,
25/09/2023,Desenvolvimento Arnold ,10,14,,,,
25/09/2023,Desenvolvimento com barra isometria,20,20,,,,
25/09/2023,Desenvolvimento com barra isometria,20,15,,,,
25/09/2023,Desenvolvimento com barra isometria,20,13,,,,
25/09/2023,Desenvolvimento com barra isometria,20,13,,,,
25/09/2023,Desenvolvimento com barra isometria,20,13,,,,
25/09/2023,Elevacao frontal,10.2,18,,,,
25/09/2023,Elevacao frontal,10.2,17,,,,
25/09/2023,Elevacao frontal,10.2,16,,,,
25/09/2023,Elevacao frontal,10.2,16,,,,
25/09/2023,Elevacao frontal,7.9,15,,,,
25/09/2023,Crucifixo abdutor na polia unilateral,1,20,,,,
25/09/2023,Crucifixo abdutor na polia unilateral,1,20,,,,
25/09/2023,Crucifixo abdutor na polia unilateral,1,20,,,,
25/09/2023,Crucifixo abdutor na polia unilateral,1,18,,,,
25/09/2023,Crucifixo abdutor na polia unilateral,1,12,,,,
27/09/2023,Remada baixa,82,20,,,,
27/09/2023,Remada baixa,82,17,,,,
27/09/2023,Remada baixa,82,18,,,,
27/09/2023,Remada baixa,82,17,,,,
27/09/2023,Remada baixa,82,18,,,,
27/09/2023,Remada curvada com barra,35,15,,,,
27/09/2023,Remada curvada com barra,33,15,,,,
27/09/2023,Remada curvada com barra,33,14,,,,
27/09/2023,Remada curvada com barra,33,13,,,,
27/09/2023,Remada curvada com barra,33,13,,,,
27/09/2023,Remada no Smith,19,,,,,
27/09/2023,Remada no Smith,16,,,,,
27/09/2023,Remada no Smith,15,,,,,
27/09/2023,Remada no Smith,13,,,,,
27/09/2023,Pulldown,45,20,,,,
27/09/2023,Pulldown,45,18,,,,
27/09/2023,Pulldown,45,18,,,,
27/09/2023,Pulldown,45,18,,,,
27/09/2023,Rosca unilateral na polia,18,18,,,,
27/09/2023,Rosca unilateral na polia,18,15,,,,
27/09/2023,Rosca unilateral na polia,18,15,,,,
27/09/2023,Rosca unilateral na polia,18,15,,,,
27/09/2023,Puxador aberto,49,15,,,,
27/09/2023,Puxador aberto,49,15,,,,
27/09/2023,Puxador aberto,52,10,,,,
27/09/2023,Puxador aberto,52,10,,,,
27/09/2023,Puxador aberto,52,10,,,,
27/09/2023,Puxador aberto,44,5,,,,
27/09/2023,Rosca direta barra,22,17,,,,
27/09/2023,Rosca direta barra,22,15,,,,
27/09/2023,Rosca direta barra,22,14,,,,
27/09/2023,Rosca direta barra,22,14,,,,
27/09/2023,Rosca punho,14,12,,,,
27/09/2023,Rosca punho,14,12,,,,
27/09/2023,Rosca punho,14,12,,,,
27/09/2023,Rosca punho,14,11,,,,
27/09/2023,Rosca Scott,14,14,,,,
27/09/2023,Rosca Scott,14,15,,,,
27/09/2023,Rosca Scott,14,15,,,,
27/09/2023,Rosca Scott,14,15,,,,
27/09/2023,Rosca Scott,14,12,,,,
29/09/2023,Triceps Kickback,11,20,,,,
29/09/2023,Triceps Kickback,11,18,,,,
29/09/2023,Triceps Kickback,11,16,,,,
29/09/2023,Triceps Kickback,11,15,,,,
29/09/2023,Triceps Kickback,11,13,,,,
29/09/2023,Obliquo Cross-over,52,20,,,,
29/09/2023,Obliquo Cross-over,52,20,,,,
29/09/2023,Obliquo Cross-over,52,20,,,,
29/09/2023,Obliquo Cross-over,52,20,,,,
29/09/2023,Obliquo Cross-over,52,20,,,,
29/09/2023,Abdominal na polia alta,36,20,,,,
29/09/2023,Abdominal na polia alta,38,18,,,,
29/09/2023,Abdominal na polia alta,38,20,,,,
29/09/2023,Abdominal na polia alta,38,20,,,,
29/09/2023,Abdominal na polia alta,38,19,,,,
29/09/2023,Triceps Testa na Corda,29,20,,,,
29/09/2023,Triceps Testa na Corda,29,18,,,,
29/09/2023,Triceps Testa na Corda,29,15,,,,
29/09/2023,Triceps Testa na Corda,29,14,,,,
29/09/2023,Triceps Testa na Corda,29,12,,,,
29/09/2023,Crucifixo Adutor na Polia,14.7,20,,,,
29/09/2023,Crucifixo Adutor na Polia,14.7,17,,,,
29/09/2023,Crucifixo Adutor na Polia,14.7,12,,,,
29/09/2023,Crucifixo Adutor na Polia,14.7,14,,,,
29/09/2023,Crucifixo Adutor na Polia,14.7,14,,,,
29/09/2023,Mergulho perna estendida,20,eu,,,,
29/09/2023,Mergulho perna estendida,20,eu,,,,
29/09/2023,Mergulho perna estendida,20,eu,,,,
29/09/2023,Mergulho perna estendida,19,eu,,,,
29/09/2023,Supino inclinado,20,18,,,,
29/09/2023,Supino inclinado,20,18,,,,
29/09/2023,Supino inclinado,20,15,,,,
29/09/2023,Supino inclinado,20,15,,,,
29/09/2023,Supino inclinado,20,17,,,,
29/09/2023,Abdominal carrinho,17,,,,,
29/09/2023,Abdominal carrinho,15,,,,,
29/09/2023,Abdominal carrinho,14,,,,,
29/09/2023,Abdominal carrinho,12,,,,,
30/09/2023,Hack,55,19,,,,
30/09/2023,Hack,55,15,,,,
30/09/2023,Hack,55,15,,,,
30/09/2023,Hack,55,15,,,,
30/09/2023,Hack,55,15,,,,
30/09/2023,Elevacao de quadril,40,10,,,,
30/09/2023,Elevacao de quadril,40,10,,,,
30/09/2023,Elevacao de quadril,40,10,,,,
30/09/2023,Elevacao de quadril,40,10,,,,
30/09/2023,Levantamento Terra,50,10,,,,
30/09/2023,Levantamento Terra,50,8,,,,
30/09/2023,Levantamento Terra,50,8,,,,
30/09/2023,Levantamento Terra,50,8,,,,
30/09/2023,Elevacao Lateral,12,16,,,,
30/09/2023,Elevacao Lateral,12,16,,,,
