data,nome,peso,repeticao,cardio,tempo,peso_add,rep_add
11/12/2023,Crucifixo Sentado Inverso,12,8,Bike,18,8.0,5.0
11/12/2023,Crucifixo Sentado Inverso,10,10,Bike,18,8.0,5.0
11/12/2023,Desenvolvimento Com Barra,40,8,Bike,18,26.0,5.0
11/12/2023,Desenvolvimento Com Barra,40,7,Bike,18,26.0,5.0
11/12/2023,Desenvolvimento Com Barra,38,7,Bike,18,26.0,5.0
11/12/2023,Crucifixo Inverso Peck,79,8,Bike,18,66.0,5.0
11/12/2023,Crucifixo Inverso Peck,79,9,Bike,18,66.0,5.0
11/12/2023,Crucifixo Inverso Peck,79,8,Bike,18,66.0,5.0
11/12/2023,Rotacao Externa Ombro,11,10,Bike,18,66.0,5.0
11/12/2023,Rotacao Externa Ombro,11,10,Bike,18,66.0,5.0
11/12/2023,Rotacao Externa Ombro,11,10,Bike,18,66.0,5.0
11/12/2023,Lateral Cross,11,7,Bike,18,66.0,5.0
11/12/2023,Lateral Cross,9,10,Bike,18,66.0,5.0
11/12/2023,Lateral Cross,9,9,Bike,18,66.0,5.0
12/12/2023,Crucifixo Adutor Na Polia,21.6,10,Bike,18,12.5,5.0
12/12/2023,Crucifixo Adutor Na Polia,21.6,10,Bike,18,12.5,5.0
12/12/2023,Crucifixo Adutor Na Polia,21.6,10,Bike,18,12.5,5.0
12/12/2023,Crucifixo Adutor Na Polia,21.6,9,Bike,18,12.5,5.0
12/12/2023,Supino Reto Hack,75,8,Bike,18,55.0,5.0
12/12/2023,Supino Reto Hack,75,8,Bike,18,55.0,5.0
12/12/2023,Supino Reto Hack,75,7,Bike,18,55.0,5.0
12/12/2023,Supino Reto Hack,75,6,Bike,18,55.0,5.0
12/12/2023,Supino Inclinado Hack,60,8,Bike,18,50.0,5.0
12/12/2023,Supino Inclinado Hack,60,6,Bike,18,50.0,5.0
12/12/2023,Supino Inclinado Hack,60,7,Bike,18,50.0,5.0
12/12/2023,Supino Inclinado Hack,60,6,Bike,18,50.0,5.0
12/12/2023,Supino Maquina,54,8,Bike,18,45.0,5.0
12/12/2023,Supino Maquina,54,7,Bike,18,45.0,5.0
12/12/2023,Supino Maquina,54,8,Bike,18,45.0,5.0
12/12/2023,Supino Maquina,54,8,Bike,18,45.0,5.0
12/12/2023,Biceps Curl Machine,61,8,Bike,18,52.0,5.0
12/12/2023,Biceps Curl Machine,61,8,Bike,18,52.0,5.0
12/12/2023,Biceps Curl Machine,61,8,Bike,18,52.0,5.0
12/12/2023,Biceps Curl Machine,61,8,Bike,18,52.0,4.0
12/12/2023,Supino Inclinado Halter,24,8,Bike,18,12.0,10.0
12/12/2023,Supino Inclinado Halter,24,7,Bike,18,12.0,10.0
12/12/2023,Supino Inclinado Halter,24,8,Bike,18,12.0,10.0
12/12/2023,Supino Inclinado Halter,24,7,Bike,18,12.0,9.0
12/12/2023,Biceps Pulley Corda,41,8,Bike,18,20.0,10.0
12/12/2023,Biceps Pulley Corda,32,8,Bike,18,18.0,10.0
12/12/2023,Biceps Pulley Corda,32,10,Bike,18,18.0,10.0
12/12/2023,Biceps Pulley Corda,36,10,Bike,18,18.0,10.0
12/12/2023,Rosca 45,14,7,Bike,18,7.0,10.0
12/12/2023,Rosca 45,14,7,Bike,18,7.0,8.0
12/12/2023,Rosca 45,14,6,Bike,18,7.0,8.0
12/12/2023,Rosca 45,14,5,Bike,18,7.0,8.0
12/12/2023,Concentrado,12,6,Bike,18,6.0,10.0
12/12/2023,Concentrado,10,8,Bike,18,6.0,8.0
12/12/2023,Concentrado,10,8,Bike,18,6.0,8.0
13/12/2023,Cadeira Flexora Isometria,36,8,Bike,18,18.0,10.0
13/12/2023,Cadeira Flexora Isometria,38,8,Bike,18,19.0,8.0
13/12/2023,Cadeira Flexora Isometria,38,7,Bike,18,18.0,8.0
13/12/2023,Cadeira Flexora Isometria,38,8,Bike,18,18.0,8.0
13/12/2023,Stiff,60,8,Bike,18,30.0,8.0
13/12/2023,Stiff,70,8,Bike,18,30.0,10.0
13/12/2023,Stiff,70,8,Bike,18,30.0,10.0
13/12/2023,Stiff,70,7,Bike,18,30.0,10.0
13/12/2023,Mesa Flexora,60,8,Bike,18,30.0,10.0
13/12/2023,Mesa Flexora,60,8,Bike,18,30.0,10.0
13/12/2023,Mesa Flexora,60,7,Bike,18,30.0,10.0
13/12/2023,Mesa Flexora,60,6,Bike,18,30.0,10.0
13/12/2023,Bulgaro,18,7,Bike,18,30.0,10.0
13/12/2023,Bulgaro,16,9,Bike,18,30.0,10.0
13/12/2023,Bulgaro,16,10,Bike,18,30.0,10.0
13/12/2023,Leg 45,260,8,Bike,18,30.0,10.0
13/12/2023,Leg 45,300,7,Bike,18,30.0,10.0
13/12/2023,Leg 45,300,8,Bike,18,30.0,10.0
13/12/2023,Leg 45,300,8,Bike,18,30.0,10.0
13/12/2023,Gemeos Sentado,60,8,Bike,18,30.0,10.0
13/12/2023,Gemeos Sentado,80,8,Bike,18,30.0,10.0
13/12/2023,Gemeos Sentado,70,8,Bike,18,30.0,10.0
13/12/2023,Gemeos Sentado,70,8,Bike,18,30.0,10.0
13/12/2023,Abdominal Crunch,63,10,Bike,18,36.0,10.0
13/12/2023,Abdominal Crunch,63,8,Bike,18,30.0,10.0
13/12/2023,Abdominal Crunch,63,10,Bike,18,36.0,10.0
14/12/2023,Remada Cavalinho,60,8,Bike,18,30.0,10.0
14/12/2023,Remada Cavalinho,60,8,Bike,18,30.0,10.0
14/12/2023,Remada Cavalinho,60,6,Bike,18,30.0,8.0
14/12/2023,Remada Cavalinho,60,6,Bike,18,30.0,8.0
14/12/2023,Remada Na Maquina,81,8,Bike,18,41.0,10.0
14/12/2023,Remada Na Maquina,81,7,Bike,18,41.0,9.0
14/12/2023,Remada Na Maquina,84,8,Bike,18,41.0,10.0
14/12/2023,Remada Na Maquina,81,7,Bike,18,41.0,10.0
14/12/2023,Pulldown,77,7,Bike,18,36.0,10.0
14/12/2023,Pulldown,77,8,Bike,18,36.0,10.0
14/12/2023,Pulldown,77,8,Bike,18,36.0,10.0
14/12/2023,Pulldown,77,8,Bike,18,36.0,10.0
14/12/2023,Puxada Frente Triangulo,68,8,Bike,18,39.0,10.0
14/12/2023,Puxada Frente Triangulo,68,8,Bike,18,39.0,10.0
14/12/2023,Puxada Frente Triangulo,68,7,Bike,18,39.0,10.0
14/12/2023,Puxada Frente Triangulo,68,6,Bike,18,39.0,10.0
14/12/2023,Remada Unilateral Com Halter,34,6,Bike,18,39.0,10.0
14/12/2023,Remada Unilateral Com Halter,32,8,Bike,18,39.0,10.0
14/12/2023,Remada Unilateral Com Halter,32,8,Bike,18,39.0,10.0
14/12/2023,Triceps Mergulho,25,8,Bike,18,39.0,10.0
14/12/2023,Triceps Mergulho,25,10,Bike,18,39.0,10.0
14/12/2023,Triceps Mergulho,25,10,Bike,18,39.0,10.0
14/12/2023,Triceps Barra Cross,59,8,Bike,18,27.0,10.0
14/12/2023,Triceps Barra Cross,59,8,Bike,18,27.0,10.0
14/12/2023,Triceps Barra Cross,59,7,Bike,18,27.0,9.0
14/12/2023,Triceps Barra Cross,59,7,Bike,18,27.0,9.0
14/12/2023,Triceps Frances Halter,22,8,Bike,18,27.0,9.0
14/12/2023,Triceps Frances Halter,22,8,Bike,18,27.0,9.0
14/12/2023,Triceps Frances Halter,22,7,Bike,18,27.0,9.0
14/12/2023,Triceps Frances Cross,23,8,Bike,18,27.0,9.0
14/12/2023,Triceps Frances Cross,23,7,Bike,18,27.0,9.0
14/12/2023,Triceps Frances Cross,23,8,Bike,18,27.0,9.0
14/12/2023,Abdominal Bicicleta,12,,Bike,18,27.0,9.0
14/12/2023,Abdominal Bicicleta,18,,Bike,18,27.0,9.0
14/12/2023,Abdominal Bicicleta,18,,Bike,18,27.0,9.0
15/12/2023,Abdominal Crossfit Com Anilha,20,11,Bike,16,27.0,9.0
15/12/2023,Abdominal Crossfit Com Anilha,20,11,Bike,16,27.0,9.0
15/12/2023,Abdominal Crossfit Com Anilha,20,11,Bike,16,27.0,9.0
15/12/2023,Voador,86,10,Bike,16,45.0,10.0
15/12/2023,Voador,86,10,Bike,16,45.0,10.0
15/12/2023,Voador,86,9,Bike,16,45.0,9.0
15/12/2023,Supino Reto Halter,24,10,Bike,16,12.0,10.0
15/12/2023,Supino Reto Halter,26,10,Bike,16,12.0,10.0
15/12/2023,Supino Reto Halter,28,10,Bike,16,12.0,10.0
15/12/2023,Supino Inclinado Halter,24,10,Bike,16,12.0,10.0
15/12/2023,Supino Inclinado Halter,24,10,Bike,16,12.0,10.0
15/12/2023,Supino Inclinado Halter,24,9,Bike,16,12.0,9.0
15/12/2023,Supino Maquina,59,10,Bike,16,27.0,10.0
15/12/2023,Supino Maquina,59,8,Bike,16,27.0,10.0
15/12/2023,Supino Maquina,59,9,Bike,16,27.0,9.0
15/12/2023,Elevacao Lateral,16,9,Bike,16,8.0,10.0
15/12/2023,Elevacao Lateral,16,8,Bike,16,8.0,8.0
15/12/2023,Elevacao Lateral,16,9,Bike,16,8.0,10.0
15/12/2023,Crucifixo Abdutor Banco,10,10,Bike,16,8.0,10.0
15/12/2023,Crucifixo Abdutor Banco,10,10,Bike,16,8.0,8.0
15/12/2023,Crucifixo Abdutor Banco,10,10,Bike,16,8.0,8.0
18/12/2023,Crucifixo Adutor Na Polia,23.8,8,Bike,17,12.5,10.0
18/12/2023,Crucifixo Adutor Na Polia,21.6,8,Bike,17,12.5,10.0
18/12/2023,Crucifixo Adutor Na Polia,21.6,8,Bike,17,12.5,10.0
18/12/2023,Crucifixo Adutor Na Polia,21.6,8,Bike,17,12.5,10.0
18/12/2023,Supino Reto Hack,75,8,Bike,17,45.0,10.0
18/12/2023,Supino Reto Hack,75,8,Bike,17,45.0,10.0
18/12/2023,Supino Reto Hack,75,8,Bike,17,45.0,10.0
18/12/2023,Supino Reto Hack,75,7,Bike,17,45.0,10.0
18/12/2023,Supino Inclinado Hack,60,8,Bike,17,40.0,10.0
18/12/2023,Supino Inclinado Hack,60,8,Bike,17,40.0,10.0
18/12/2023,Supino Inclinado Hack,60,7,Bike,17,40.0,10.0
18/12/2023,Supino Inclinado Hack,60,7,Bike,17,40.0,10.0
18/12/2023,Supino Maquina,56,8,Bike,17,28.0,10.0
18/12/2023,Supino Maquina,56,8,Bike,17,28.0,10.0
18/12/2023,Supino Maquina,56,7,Bike,17,28.0,10.0
18/12/2023,Supino Maquina,56,7,Bike,17,28.0,10.0
18/12/2023,Biceps Curl Machine,63,8,Bike,17,32.0,10.0
18/12/2023,Biceps Curl Machine,63,8,Bike,17,32.0,10.0
18/12/2023,Biceps Curl Machine,63,7,Bike,17,32.0,10.0
18/12/2023,Biceps Curl Machine,63,7,Bike,17,32.0,9.0
18/12/2023,Supino Inclinado Halter,24,8,Bike,17,12.0,10.0
18/12/2023,Supino Inclinado Halter,24,8,Bike,17,12.0,10.0
18/12/2023,Supino Inclinado Halter,24,8,Bike,17,12.0,10.0
18/12/2023,Supino Inclinado Halter,24,7,Bike,17,12.0,10.0
18/12/2023,Biceps Pulley Corda,41,8,Bike,17,23.0,10.0
18/12/2023,Biceps Pulley Corda,41,8,Bike,17,23.0,10.0
18/12/2023,Biceps Pulley Corda,41,8,Bike,17,23.0,10.0
18/12/2023,Biceps Pulley Corda,41,8,Bike,17,23.0,10.0
18/12/2023,Rosca 45,14,8,Bike,17,7.0,9.0
18/12/2023,Rosca 45,14,8,Bike,17,7.0,10.0
18/12/2023,Rosca 45,14,6,Bike,17,7.0,10.0
18/12/2023,Rosca 45,14,6,Bike,17,7.0,9.0
18/12/2023,Concentrado,12,7,Bike,17,6.0,10.0
18/12/2023,Concentrado,12,6,Bike,17,6.0,10.0
18/12/2023,Concentrado,12,6,Bike,17,6.0,9.0
19/12/2023,Cadeira Flexora Isometria,37,8,Bike,15,18.0,10.0
19/12/2023,Cadeira Flexora Isometria,37,8,Bike,15,18.0,10.0
19/12/2023,Cadeira Flexora Isometria,37,8,Bike,15,18.0,10.0
19/12/2023,Cadeira Flexora Isometria,38,8,Bike,15,18.0,10.0
19/12/2023,Stiff,70,8,Bike,15,30.0,8.0
19/12/2023,Stiff,70,8,Bike,15,30.0,10.0
19/12/2023,Stiff,75,7,Bike,15,30.0,5.0
19/12/2023,Stiff,75,6,Bike,15,30.0,8.0
19/12/2023,Mesa Flexora,60,8,Bike,15,30.0,10.0
19/12/2023,Mesa Flexora,62,8,Bike,15,32.0,10.0
19/12/2023,Mesa Flexora,62,7,Bike,15,32.0,10.0
19/12/2023,Mesa Flexora,62,7,Bike,15,32.0,10.0
19/12/2023,Bulgaro,18,8,Bike,15,32.0,10.0
19/12/2023,Bulgaro,18,8,Bike,15,32.0,10.0
19/12/2023,Bulgaro,18,7,Bike,15,32.0,10.0
19/12/2023,Leg 45,260,8,Bike,15,32.0,10.0
19/12/2023,Leg 45,300,8,Bike,15,32.0,10.0
19/12/2023,Leg 45,300,8,Bike,15,32.0,10.0
19/12/2023,Leg 45,300,8,Bike,15,32.0,10.0
19/12/2023,Gemeos Sentado,60,8,Bike,15,32.0,10.0
19/12/2023,Gemeos Sentado,80,8,Bike,15,32.0,10.0
19/12/2023,Gemeos Sentado,70,8,Bike,15,32.0,10.0
19/12/2023,Gemeos Sentado,70,8,Bike,15,32.0,10.0
19/12/2023,Hack,100,8,Bike,15,32.0,10.0
19/12/2023,Hack,100,10,Bike,15,32.0,10.0
19/12/2023,Hack,110,8,Bike,15,32.0,10.0
19/12/2023,Abdominal Crunch,65,8,Bike,15,34.0,10.0
19/12/2023,Abdominal Crunch,63,8,Bike,15,34.0,10.0
19/12/2023,Abdominal Crunch,63,8,Bike,15,34.0,10.0
21/12/2023,Remada Cavalinho,60,8,Bike,15,30.0,10.0
21/12/2023,Remada Cavalinho,60,8,Bike,15,30.0,10.0
21/12/2023,Remada Cavalinho,60,7,Bike,15,30.0,10.0
21/12/2023,Remada Cavalinho,60,7,Bike,15,30.0,10.0
21/12/2023,Remada Na Maquina,81,7,Bike,15,41.0,10.0
21/12/2023,Remada Na Maquina,81,7,Bike,15,41.0,10.0
21/12/2023,Remada Na Maquina,84,8,Bike,15,41.0,10.0
21/12/2023,Remada Na Maquina,81,7,Bike,15,41.0,10.0
21/12/2023,Pulldown,77,7,Bike,15,36.0,10.0
21/12/2023,Pulldown,77,6,Bike,15,36.0,10.0
21/12/2023,Pulldown,77,7,Bike,15,36.0,10.0
21/12/2023,Pulldown,77,6,Bike,15,36.0,10.0
21/12/2023,Puxada Frente Triangulo,68,7,Bike,15,36.0,10.0
21/12/2023,Puxada Frente Triangulo,68,6,Bike,15,39.0,10.0
21/12/2023,Puxada Frente Triangulo,68,6,Bike,15,34.0,10.0
21/12/2023,Puxada Frente Triangulo,68,6,Bike,15,39.0,10.0
21/12/2023,Remada Unilateral Com Halter,32,7,Bike,15,39.0,10.0
21/12/2023,Remada Unilateral Com Halter,32,8,Bike,15,39.0,10.0
21/12/2023,Remada Unilateral Com Halter,32,8,Bike,15,39.0,10.0
21/12/2023,Triceps Mergulho,25,10,Bike,15,39.0,10.0
21/12/2023,Triceps Mergulho,25,10,Bike,15,39.0,10.0
21/12/2023,Triceps Mergulho,25,10,Bike,15,39.0,10.0
21/12/2023,Triceps Barra Cross,61,8,Bike,15,32.0,10.0
21/12/2023,Triceps Barra Cross,61,8,Bike,15,34.0,10.0
21/12/2023,Triceps Barra Cross,61,8,Bike,15,32.0,10.0
21/12/2023,Triceps Barra Cross,61,7,Bike,15,32.0,10.0
21/12/2023,Triceps Frances Halter,22,8,Bike,15,32.0,10.0
21/12/2023,Triceps Frances Halter,22,8,Bike,15,32.0,10.0
21/12/2023,Triceps Frances Halter,22,7,Bike,15,32.0,10.0
21/12/2023,Triceps Frances Cross,23,8,Bike,15,32.0,10.0
21/12/2023,Triceps Frances Cross,23,7,Bike,15,32.0,10.0
21/12/2023,Triceps Frances Cross,23,8,Bike,15,32.0,10.0
21/12/2023,Abdominal Bicicleta,12,,Bike,15,32.0,10.0
21/12/2023,Abdominal Bicicleta,18,,Bike,15,32.0,10.0
21/12/2023,Abdominal Bicicleta,18,,Bike,15,32.0,10.0
22/12/2023,Abdominal Crossfit Com Anilha,20,12,Bike,15,32.0,10.0
22/12/2023,Abdominal Crossfit Com Anilha,20,12,Bike,15,32.0,10.0
22/12/2023,Abdominal Crossfit Com Anilha,20,12,Bike,15,32.0,10.0
22/12/2023,Voador,93,10,Bike,15,45.0,10.0
22/12/2023,Voador,93,10,Bike,15,45.0,10.0
22/12/2023,Voador,100,9,Bike,15,52.0,10.0
22/12/2023,Supino Reto Halter,30,7,Bike,15,14.0,10.0
22/12/2023,Supino Reto Halter,28,10,Bike,15,14.0,10.0
22/12/2023,Supino Reto Halter,28,9,Bike,15,14.0,10.0
22/12/2023,Supino Inclinado Halter,24,10,Bike,15,12.0,10.0
22/12/2023,Supino Inclinado Halter,24,10,Bike,15,12.0,10.0
22/12/2023,Supino Inclinado Halter,24,9,Bike,15,12.0,10.0
22/12/2023,Supino Maquina,59,9,Bike,15,32.0,10.0
22/12/2023,Supino Maquina,59,8,Bike,15,32.0,10.0
22/12/2023,Supino Maquina,59,7,Bike,15,32.0,10.0
22/12/2023,Elevacao Lateral,16,10,Bike,15,8.0,9.0
22/12/2023,Elevacao Lateral,16,9,Bike,15,8.0,10.0
22/12/2023,Elevacao Lateral,16,10,Bike,15,8.0,10.0
22/12/2023,Crucifixo Abdutor Banco,10,10,Bike,15,8.0,7.0
22/12/2023,Crucifixo Abdutor Banco,10,10,Bike,15,8.0,7.0
22/12/2023,Crucifixo Abdutor Banco,10,10,Bike,15,8.0,8.0
22/12/2023,Desenvolvimento Arnold,14,9,Bike,15,7.0,9.0
22/12/2023,Desenvolvimento Arnold,14,10,Bike,15,7.0,8.0
22/12/2023,Desenvolvimento Arnold,14,10,Bike,15,7.0,8.0
22/12/2023,Desenvolvimento Maquina,36,10,Bike,15,18.0,10.0
22/12/2023,Desenvolvimento Maquina,42,10,Bike,15,23.0,10.0
22/12/2023,Desenvolvimento Maquina,42,10,Bike,15,23.0,10.0
29/12/2023,Crucifixo Adutor Na Polia,21.6,10,Bike,16,10.2,10.0
29/12/2023,Crucifixo Adutor Na Polia,21.6,10,Bike,16,10.2,10.0
29/12/2023,Crucifixo Adutor Na Polia,21.6,9,Bike,16,10.2,10.0
29/12/2023,Crucifixo Adutor Na Polia,21.6,9,Bike,16,10.2,10.0
29/12/2023,Supino Reto Hack,80,7,Bike,16,50.0,10.0
29/12/2023,Supino Reto Hack,80,8,Bike,16,50.0,10.0
29/12/2023,Supino Reto Hack,80,7,Bike,16,50.0,10.0
29/12/2023,Supino Reto Hack,80,7,Bike,16,50.0,10.0
29/12/2023,Supino Inclinado Hack,60,8,Bike,16,40.0,10.0
29/12/2023,Supino Inclinado Hack,60,8,Bike,16,40.0,10.0
29/12/2023,Supino Inclinado Hack,65,6,Bike,16,40.0,10.0
29/12/2023,Supino Inclinado Hack,65,5,Bike,16,40.0,10.0
29/12/2023,Supino Maquina,56,8,Bike,16,28.0,10.0
29/12/2023,Supino Maquina,56,8,Bike,16,28.0,10.0
29/12/2023,Supino Maquina,56,10,Bike,16,28.0,10.0
29/12/2023,Supino Maquina,59,7,Bike,16,30.0,10.0
29/12/2023,Biceps Curl Machine,63,8,Bike,16,30.0,10.0
29/12/2023,Biceps Curl Machine,63,8,Bike,16,30.0,10.0
29/12/2023,Biceps Curl Machine,63,8,Bike,16,30.0,10.0
29/12/2023,Biceps Curl Machine,63,8,Bike,16,30.0,10.0
29/12/2023,Supino Inclinado Halter,24,9,Bike,16,12.0,10.0
29/12/2023,Supino Inclinado Halter,24,9,Bike,16,12.0,8.0
29/12/2023,Supino Inclinado Halter,24,9,Bike,16,12.0,10.0
29/12/2023,Supino Inclinado Halter,24,9,Bike,16,12.0,10.0
29/12/2023,Biceps Pulley Corda,41,10,Bike,16,23.0,10.0
29/12/2023,Biceps Pulley Corda,41,10,Bike,16,23.0,10.0
29/12/2023,Biceps Pulley Corda,43,8,Bike,16,25.0,10.0
29/12/2023,Biceps Pulley Corda,43,8,Bike,16,25.0,10.0
29/12/2023,Rosca 45,14,8,Bike,16,7.0,8.0
29/12/2023,Rosca 45,14,7,Bike,16,7.0,9.0
29/12/2023,Rosca 45,14,7,Bike,16,7.0,10.0
29/12/2023,Rosca 45,14,6,Bike,16,7.0,9.0
29/12/2023,Concentrado,12,7,Bike,16,6.0,10.0
29/12/2023,Concentrado,12,6,Bike,16,6.0,10.0
29/12/2023,Concentrado,12,6,Bike,16,6.0,9.0
31/12/2023,Remada Cavalinho,60,8,,,30.0,10.0
31/12/2023,Remada Cavalinho,60,8,,,30.0,10.0
31/12/2023,Remada Cavalinho,60,8,,,30.0,10.0
31/12/2023,Remada Cavalinho,60,8,,,30.0,10.0
31/12/2023,Remada Na Maquina,81,7,,,41.0,10.0
31/12/2023,Remada Na Maquina,81,7,,,41.0,9.0
31/12/2023,Remada Na Maquina,81,7,,,41.0,10.0
31/12/2023,Remada Na Maquina,81,7,,,41.0,10.0
31/12/2023,Pulldown,77,7,,,41.0,10.0
31/12/2023,Pulldown,77,7,,,41.0,10.0
31/12/2023,Pulldown,77,8,,,36.0,10.0
31/12/2023,Pulldown,77,8,,,36.0,10.0
31/12/2023,Puxada Frente Triangulo,68,8,,,39.0,10.0
31/12/2023,Puxada Frente Triangulo,68,8,,,39.0,10.0
31/12/2023,Puxada Frente Triangulo,68,7,,,39.0,10.0
31/12/2023,Puxada Frente Triangulo,68,7,,,39.0,10.0
31/12/2023,Triceps Barra Cross,59,8,,,29.0,10.0
31/12/2023,Triceps Barra Cross,59,8,,,29.0,10.0
31/12/2023,Triceps Barra Cross,59,8,,,29.0,10.0
31/12/2023,Triceps Barra Cross,59,7,,,27.0,9.0
31/12/2023,Triceps Frances Halter,22,8,,,27.0,9.0
31/12/2023,Triceps Frances Halter,22,8,,,27.0,9.0
31/12/2023,Triceps Frances Halter,22,7,,,27.0,9.0
31/12/2023,Triceps Frances Cross,23,8,,,27.0,9.0
31/12/2023,Triceps Frances Cross,23,7,,,27.0,9.0
31/12/2023,Triceps Frances Cross,23,7,,,27.0,9.0
01/01/2024,Elevacao Lateral,16,10,,,8.0,9.0
01/01/2024,Elevacao Lateral,16,9,,,8.0,10.0
01/01/2024,Elevacao Lateral,16,9,,,8.0,9.0
01/01/2024,Desenvolvimento Maquina,45,10,,,23.0,10.0
01/01/2024,Desenvolvimento Maquina,45,10,,,23.0,9.0
01/01/2024,Desenvolvimento Maquina,45,10,,,23.0,10.0
01/01/2024,Desenvolvimento Com Barra,40,8,,,26.0,5.0
01/01/2024,Desenvolvimento Com Barra,40,7,,,26.0,5.0
01/01/2024,Desenvolvimento Com Barra,38,7,,,26.0,5.0
01/01/2024,Crucifixo Inverso Peck,79,8,,,26.0,5.0
01/01/2024,Crucifixo Inverso Peck,79,8,,,26.0,5.0
01/01/2024,Crucifixo Inverso Peck,79,8,,,26.0,5.0
02/01/2024,Crucifixo Adutor Na Polia,21.6,10,Bike,15,10.2,10.0
02/01/2024,Crucifixo Adutor Na Polia,21.6,10,Bike,15,10.2,10.0
02/01/2024,Crucifixo Adutor Na Polia,21.6,10,Bike,15,10.2,10.0
02/01/2024,Crucifixo Adutor Na Polia,21.6,9,Bike,15,10.2,10.0
02/01/2024,Supino Reto Hack,80,6,Bike,15,50.0,10.0
02/01/2024,Supino Reto Hack,75,7,Bike,15,50.0,10.0
02/01/2024,Supino Reto Hack,75,6,Bike,15,50.0,9.0
02/01/2024,Supino Reto Hack,75,6,Bike,15,50.0,10.0
02/01/2024,Supino Inclinado Hack,60,6,Bike,15,40.0,10.0
02/01/2024,Supino Inclinado Hack,60,6,Bike,15,40.0,10.0
02/01/2024,Supino Inclinado Hack,55,6,Bike,15,40.0,10.0
02/01/2024,Supino Inclinado Hack,55,5,Bike,15,40.0,10.0
02/01/2024,Supino Maquina,57,7,Bike,15,28.0,10.0
02/01/2024,Supino Maquina,57,8,Bike,15,27.0,10.0
02/01/2024,Supino Maquina,57,7,Bike,15,30.0,10.0
02/01/2024,Supino Maquina,57,8,Bike,15,30.0,10.0
02/01/2024,Biceps Curl Machine,65,8,Bike,15,32.0,10.0
02/01/2024,Biceps Curl Machine,65,8,Bike,15,32.0,10.0
02/01/2024,Biceps Curl Machine,65,8,Bike,15,32.0,10.0
02/01/2024,Biceps Curl Machine,65,8,Bike,15,32.0,10.0
02/01/2024,Supino Inclinado Halter,24,7,Bike,15,12.0,10.0
02/01/2024,Supino Inclinado Halter,24,6,Bike,15,12.0,8.0
02/01/2024,Supino Inclinado Halter,24,6,Bike,15,12.0,9.0
02/01/2024,Supino Inclinado Halter,24,6,Bike,15,12.0,8.0
02/01/2024,Biceps Pulley Corda,43,9,Bike,15,25.0,10.0
02/01/2024,Biceps Pulley Corda,43,8,Bike,15,25.0,10.0
02/01/2024,Biceps Pulley Corda,43,8,Bike,15,25.0,10.0
02/01/2024,Biceps Pulley Corda,43,8,Bike,15,25.0,10.0
02/01/2024,Rosca 45,12,8,Bike,15,6.0,8.0
02/01/2024,Rosca 45,12,8,Bike,15,6.0,9.0
02/01/2024,Rosca 45,12,8,Bike,15,6.0,8.0
02/01/2024,Rosca 45,12,8,Bike,15,6.0,9.0
02/01/2024,Concentrado,12,6,Bike,15,6.0,10.0
02/01/2024,Concentrado,12,6,Bike,15,6.0,10.0
02/01/2024,Concentrado,12,6,Bike,15,6.0,9.0
03/01/2024,Cadeira Flexora Isometria,38,8,,,19.0,9.0
03/01/2024,Cadeira Flexora Isometria,38,8,,,19.0,9.0
03/01/2024,Cadeira Flexora Isometria,38,8,,,19.0,10.0
03/01/2024,Cadeira Flexora Isometria,38,6,,,19.0,10.0
03/01/2024,Stiff,70,8,,,19.0,10.0
03/01/2024,Stiff,70,8,,,19.0,10.0
03/01/2024,Stiff,70,8,,,19.0,10.0
03/01/2024,Stiff,70,8,,,19.0,10.0
03/01/2024,Mesa Flexora,60,8,,,30.0,10.0
03/01/2024,Mesa Flexora,60,8,,,30.0,10.0
03/01/2024,Mesa Flexora,60,7,,,30.0,10.0
03/01/2024,Mesa Flexora,60,5,,,30.0,10.0
03/01/2024,Bulgaro,18,8,,,30.0,10.0
03/01/2024,Bulgaro,18,8,,,30.0,10.0
03/01/2024,Bulgaro,18,7,,,30.0,10.0
03/01/2024,Hack,80,10,,,30.0,10.0
03/01/2024,Hack,100,8,,,30.0,10.0
03/01/2024,Hack,100,8,,,30.0,10.0
03/01/2024,Abdominal Crunch,65,8,,,34.0,10.0
03/01/2024,Abdominal Crunch,65,8,,,34.0,10.0
03/01/2024,Abdominal Crunch,65,8,,,34.0,10.0
05/01/2024,Remada Cavalinho,65,8,Bike,16,30.0,10.0
05/01/2024,Remada Cavalinho,65,8,Bike,16,30.0,10.0
05/01/2024,Remada Cavalinho,65,7,Bike,16,30.0,10.0
05/01/2024,Remada Cavalinho,65,8,Bike,16,30.0,10.0
05/01/2024,Remada Na Maquina,81,7,Bike,16,41.0,10.0
05/01/2024,Remada Na Maquina,81,7,Bike,16,41.0,9.0
05/01/2024,Remada Na Maquina,81,7,Bike,16,41.0,10.0
05/01/2024,Remada Na Maquina,81,6,Bike,16,41.0,8.0
05/01/2024,Pulldown,77,7,Bike,16,41.0,10.0
05/01/2024,Pulldown,77,7,Bike,16,41.0,10.0
05/01/2024,Pulldown,77,8,Bike,16,36.0,10.0
05/01/2024,Pulldown,77,8,Bike,16,36.0,10.0
05/01/2024,Puxada Frente Triangulo,68,8,Bike,16,36.0,10.0
05/01/2024,Puxada Frente Triangulo,70,6,Bike,16,39.0,10.0
05/01/2024,Puxada Frente Triangulo,68,7,Bike,16,39.0,10.0
